Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Industry,Business Description,Company Website,Started in,Number of Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Amit Present,Ashneer Present,Guest Present,Ghazal Investment Amount,Ghazal Investment Equity,Ghazal Debt Amount,Ghazal Present,Vikas Investment Amount,Vikas Investment Equity,Vikas Debt Amount,Vikas Present,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Ritesh Present,Azhar Investment Amount,Azhar Investment Equity,Azhar Debt Amount,Azhar Present,Radhika Investment Amount,Radhika Investment Equity,Radhika Debt Amount,Radhika Present,Deepinder Investment Amount,Deepinder Investment Equity,Deepinder Debt Amount,Deepinder Present,Ronnie Investment Amount,Ronnie Investment Equity,Ronnie Debt Amount,Ronnie Present,Varun Investment Amount,Varun Investment Equity,Varun Debt Amount,Varun Present
1,Let'sTry,16,50,20-Dec-21,4-Feb-22,10-Jan-22,Winning The Sharks Trust,Food,Healthy Snacks,https://www.letstryfoods.com/,2017.0,4,Middle,Delhi,Delhi,,3.0,55.0,25.0,,,50.0,,,45.0,2.0,2250.0,1,1.0,45.0,12.0,,,375.0,2.0,,,,,,,,,,22.5,6.0,,22.5,6.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FindYourKicksIndia,17,51,20-Dec-21,4-Feb-22,11-Jan-22,A Wave Of Startups,Beauty/Fashion,Sneaker Resale,https://findyourkicksindia.co/,2021.0,3,Young,Ludhiana,Punjab,,3.5,,,,,,,,50.0,10.0,500.0,1,1.0,50.0,25.0,,,200.0,5.0,,,,10.0,5.0,,,,,10.0,5.0,,10.0,5.0,,10.0,5.0,,,,,10.0,5.0,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AasVidyalaya,17,52,20-Dec-21,4-Feb-22,11-Jan-22,A Wave Of Startups,Education,EdTech App,https://www.aasvidyalaya.com/,2019.0,2,Middle,Mumbai,Maharashtra,150.0,,,,,,,,,150.0,3.0,5000.0,1,1.0,150.0,15.0,,,1000.0,3.0,,,,50.0,5.0,,,,,,,,,,,50.0,5.0,,,,,50.0,5.0,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Outbox,17,53,20-Dec-21,4-Feb-22,11-Jan-22,A Wave Of Startups,Services,Premium Surprise-Planning,https://www.outboxsurprises.com/,2017.0,2,Young,Kolkata,West Bengal,110.0,,,,,,,,,50.0,5.0,1000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,RoadBounce,17,54,20-Dec-21,4-Feb-22,11-Jan-22,A Wave Of Startups,Technology/Software,Pothole Detection Software and Data,https://www.roadbounce.com/,2016.0,1,Middle,Pune,Maharashtra,250.0,,,,,,,yes,,80.0,10.0,800.0,1,1.0,80.0,20.0,,,400.0,1.0,,,,,,,,,,,,,,,,80.0,20.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mommy'sKitchen,18,55,20-Dec-21,4-Feb-22,12-Jan-22,Investing In Profitable Businesses,Food,Thin Crust Pizza,https://mommys.kitchen/,2016.0,3,Middle,Mumbai,Maharashtra,92.0,4.5,,,,,,,,90.0,3.0,3000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,IndiaHempandCo,18,56,20-Dec-21,4-Feb-22,12-Jan-22,Investing In Profitable Businesses,Food,Hemp Food Products,https://www.indiahempandco.com/,2019.0,1,Middle,Bangalore,Karnataka,27.0,2.0,,,,,12.0,,,50.0,4.0,1250.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Otua,18,57,20-Dec-21,4-Feb-22,12-Jan-22,Investing In Profitable Businesses,Vehicles/Electrical Vehicles,Electric Auto Vehicle Dandera,https://www.danderaelectric.com/,2018.0,2,Middle,Gurgaon,Haryana,,,,,,,,,,100.0,1.0,10000.0,1,1.0,1.0,1.0,99.0,12.0,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,99.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Anthyesti,18,58,20-Dec-21,4-Feb-22,12-Jan-22,Investing In Profitable Businesses,Services,Funeral Service the last rites,https://anthyesti.com/,2015.0,1,Middle,Bangalore,Karnataka,116.0,,50.0,6.0,,,,,,50.0,2.5,2000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ethik,19,59,20-Dec-21,4-Feb-22,13-Jan-22,Forming An Idea And Bagging A Deal,Manufacturing,Leather-free Shoes,https://www.ethik.in/,2012.0,2,Middle,Bangalore,Karnataka,12.0,1.0,,,,,,,,15.0,5.0,300.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,WeSTOCK,19,60,20-Dec-21,4-Feb-22,13-Jan-22,Forming An Idea And Bagging A Deal,Animal/Pets,Brainwired Livestock health monitoring AI pets ear tag,https://www.brainwired.in/,2018.0,2,Middle,Ernakulam,Kerala,54.0,,,,,,,,,50.0,5.0,1000.0,1,1.0,60.0,10.0,,,600.0,4.0,,,,15.0,2.5,,,,,,,,15.0,2.5,,15.0,2.5,,,,,15.0,2.5,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,KetoIndia,19,61,20-Dec-21,4-Feb-22,13-Jan-22,Forming An Idea And Bagging A Deal,Food,Customised Keto Diets for various Medical/Health issues,https://www.ketoindia.fit/,2019.0,1,Young,Delhi,Delhi,180.0,15.0,,,,,,,,150.0,1.25,12000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Magiclock,19,62,20-Dec-21,4-Feb-22,13-Jan-22,Forming An Idea And Bagging A Deal,Hardware,LPG Cylinder lock,http://www.magiclockdc.com/,2019.0,3,Middle,Mumbai,Maharashtra,,0.04,,,,,,yes,,120.0,8.0,1500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TheStatePlate,20,63,20-Dec-21,4-Feb-22,14-Jan-22,A Variety Of Ideas,Food,Delicacies,https://thestateplate.com/,2020.0,2,Young,Bangalore,Karnataka,,40.0,34.0,,,yes,400.0,,,65.0,2.0,3250.0,1,1.0,40.0,3.0,25.0,,1333.0,1.0,,,,,,,,,,,,,,,,40.0,3.0,25.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Bakarmax,20,64,20-Dec-21,4-Feb-22,14-Jan-22,A Variety Of Ideas,Technology/Software,Comics & Animation,https://bakarmax.com/,2020.0,2,Young,Delhi,Delhi,35.0,5.0,,,,,,,,35.0,5.0,700.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,INACAN,20,65,20-Dec-21,4-Feb-22,14-Jan-22,A Variety Of Ideas,Food,Can Cocktails,https://inacan.in/,2020.0,3,Middle,Pune,Maharashtra,,23.0,,,,,,,,50.0,2.0,2500.0,1,1.0,100.0,10.0,,,1000.0,5.0,,,,20.0,2.0,,,,,20.0,2.0,,20.0,2.0,,20.0,2.0,,,,,20.0,2.0,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Get-A-Whey,21,66,20-Dec-21,4-Feb-22,17-Jan-22,Game-changing Ideas,Food,Sugar-Free Icecream,https://getawhey.in/,2018.0,2,Middle,Mumbai,Maharashtra,360.0,0.25,69.0,20.0,,,12.0,,,100.0,8.0,1250.0,1,1.0,100.0,15.0,,,667.0,3.0,,,,,,,33.33,5.0,,,,,33.33,5.0,,,,,,,,33.33,5.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sid07Designs,21,67,20-Dec-21,4-Feb-22,17-Jan-22,Game-changing Ideas,Hardware,Inventions,https://sid07designs.com/,2018.0,1,Young,Jammu,Jammu & Kashmir,,1.0,,,,,,yes,,47.0,10.0,470.0,1,1.0,25.0,75.0,22.0,,33.0,1.0,,,,,,,,,,,,,,,,25.0,75.0,22.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TheQuirkyNaari,21,68,20-Dec-21,4-Feb-22,17-Jan-22,Game-changing Ideas,Beauty/Fashion,Customised Apparels,https://thequirkynaari.com/,2018.0,1,Young,Mathura,Uttar Pradesh,,3.0,,,,,,,,35.0,5.0,700.0,1,1.0,35.0,24.0,,,146.0,2.0,,,,,,,17.5,12.0,,17.5,12.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,HairOriginals,22,69,20-Dec-21,4-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Beauty/Fashion,Natural Hair Extensions,https://www.hairoriginals.in/,2019.0,3,Middle,Gurgaon,Haryana,,55.0,62.0,,,,,,,60.0,2.0,3000.0,1,1.0,60.0,4.0,,,1500.0,3.0,,,,,,,,,,20.0,1.33,,,,,20.0,1.33,,,,,20.0,1.33,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Poo-de-Cologne,22,70,20-Dec-21,4-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Beauty/Fashion,Toilet Spray with Essential Oils,https://www.poodecologne.com/,2021.0,1,Middle,Mumbai,Maharashtra,,0.75,150.0,,,,,,,75.0,5.0,1500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Moonshine,22,71,20-Dec-21,4-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Food,Meads,https://www.moonshinemeadery.com/,2018.0,2,Middle,Mumbai,Maharashtra,372.0,,70.0,,,,,,,80.0,0.5,16000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Falhari,22,72,20-Dec-21,4-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Food,Fresh Fruits salads,https://falhari.com/,2015.0,3,Middle,Gurgaon,Haryana,,1.0,25.0,,,,,,,50.0,2.0,2500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,NamhyaFoods,23,73,20-Dec-21,4-Feb-22,19-Jan-22,Investing In Innovation,Food,Ayurvedic Enriched Food,https://namhyafoods.com/,2019.0,1,Young,Jammu,Jammu & Kashmir,,16.0,,34.0,,,70.0,,,100.0,5.0,2000.0,1,1.0,50.0,10.0,50.0,,500.0,1.0,,,,,,,,,,,,,50.0,10.0,50.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,UrbanMonkey,23,74,20-Dec-21,4-Feb-22,19-Jan-22,Investing In Innovation,Beauty/Fashion,Streetwear,https://www.urbanmonkey.com/,2014.0,1,Young,Mumbai,Maharashtra,2500.0,200.0,,25.0,,,,,,100.0,1.0,10000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GuardianGears,23,75,20-Dec-21,4-Feb-22,19-Jan-22,Investing In Innovation,Manufacturing,Motorcycle Luggage bags,https://guardiangears.in/,2018.0,2,Middle,Hyderabad,Telangana,250.0,21.0,50.0,15.0,,,,,,30.0,5.0,600.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ModernMyth,23,76,20-Dec-21,4-Feb-22,19-Jan-22,Investing In Innovation,Beauty/Fashion,Bags Slings Clutches Handbags Totes Laptop Bags Travel Essentials Pouches Trunks & Gifting,https://www.modernmyth.in/,2019.0,2,Young,Delhi,Delhi,,14.0,,,,,140.0,,,75.0,5.0,1500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TheSassBar,24,77,20-Dec-21,4-Feb-22,20-Jan-22,A Decade Of Indian Entrepreneurship,Beauty/Fashion,Gifts Soaps,https://www.thesassbar.com/,2019.0,1,Young,Mumbai,Maharashtra,,7.0,65.0,55.0,,,,,,40.0,8.0,500.0,1,1.0,50.0,35.0,,,143.0,2.0,,,,,,,,,,25.0,17.5,,,,,,,,,,,,,,25.0,17.5,,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,25.0,17.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,KGAgrotech,24,78,20-Dec-21,4-Feb-22,20-Jan-22,A Decade Of Indian Entrepreneurship,Agriculture,Agricultural Innovations,https://www.instagram.com/jugaadu_kamlesh/,2022.0,2,Young,Malegaon,Maharashtra,0.0,,,,,,,,,30.0,10.0,300.0,1,1.0,10.0,40.0,20.0,,25.0,1.0,,,,,,,,,,,,,,,,10.0,40.0,20.0,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,NuskhaKitchen,24,79,20-Dec-21,4-Feb-22,20-Jan-22,A Decade Of Indian Entrepreneurship,Food,Homemade after delivery Foods,https://nuskhakitchen.com/,2019.0,2,Middle,Jaipur,Rajasthan,,1.45,,,,,,,,20.0,10.0,200.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PawsIndia,25,80,20-Dec-21,4-Feb-22,21-Jan-22,An Ocean Of Opportunities,Animal/Pets,Dog Products,https://pawsindia.com/,2016.0,1,Young,Mumbai,Maharashtra,300.0,20.0,,16.0,,,350.0,,,50.0,4.0,1250.0,1,1.0,50.0,15.0,,,333.0,1.0,yes,,,,,,,,,50.0,15.0,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SunfoxTechnologies,25,81,20-Dec-21,4-Feb-22,21-Jan-22,An Ocean Of Opportunities,Medical/Health,Portable ECG Device,https://www.sunfox.in/,2016.0,4,Young,Dehradun,Uttarakhand,120.0,5.0,,,,,,,,100.0,2.0,5000.0,1,1.0,100.0,6.0,,,1667.0,5.0,,,,20.0,1.2,,20.0,1.2,,20.0,1.2,,,,,20.0,1.2,,,,,,,,20.0,1.2,,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,20.0,1.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Alpino,25,82,20-Dec-21,4-Feb-22,21-Jan-22,An Ocean Of Opportunities,Food,Roasted Peanut butter Products,https://alpino.store/,2016.0,4,Young,Surat,Gujarat,,,38.0,,,yes,,,,150.0,2.0,7500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,IsakFragrances,26,83,20-Dec-21,4-Feb-22,24-Jan-22,Revolutionary Ideas,Beauty/Fashion,Perfumes Fragrances,https://isakfragrances.com/,2016.0,1,Young,Lucknow,Uttar Pradesh,,3.5,,,,,,,,50.0,8.0,625.0,1,1.0,50.0,50.0,,,100.0,1.0,yes,,,,,,,,,,,,,,,50.0,50.0,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,JulaaAutomation,26,84,20-Dec-21,4-Feb-22,24-Jan-22,Revolutionary Ideas,Manufacturing,Automatic Cradle,https://www.automaticjulaa.com/,2022.0,3,Middle,Ahmedabad,Gujarat,0.0,,,,,,,yes,,50.0,10.0,500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,RarePlanet,26,85,20-Dec-21,4-Feb-22,24-Jan-22,Revolutionary Ideas,Manufacturing,Handicrafts,https://rareplanet.in/,2015.0,2,Middle,Kolkata,West Bengal,,12.0,,10.0,,,6000.0,,,65.0,1.0,6500.0,1,1.0,65.0,3.0,,,2167.0,1.0,,,,65.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ThekaCoffee,27,86,20-Dec-21,4-Feb-22,25-Jan-22,Investing In The Future Of India,Food,Coffee Products,https://thekacoffee.com/,2018.0,1,Young,Gandhinagar,Gujarat,180.0,4.0,,,,,12.0,,,50.0,10.0,500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,WattTechnovations,27,87,20-Dec-21,4-Feb-22,25-Jan-22,Investing In The Future Of India,Medical/Health,Ventilated PPE Kits,https://www.watttechnovations.com/,2020.0,1,Young,Pune,Maharashtra,,,,,,,,,,0.00101,2.0,0.0,1,1.0,0.00101,4.0,,,0.0,4.0,,,,0.0002525,1.0,,,,,0.0002525,1.0,,,,,0.0002525,1.0,,,,,,,,0.0002525,1.0,,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0.0002525,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AlisteTechnologies,27,88,20-Dec-21,4-Feb-22,25-Jan-22,Investing In The Future Of India,Technology/Software,Automation Solutions,https://www.alistetechnologies.com/,2020.0,6,Young,Noida,Uttar Pradesh,63.0,7.5,,40.0,,,,,,60.0,5.0,1200.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,InsuranceSamadhan,27,89,20-Dec-21,4-Feb-22,25-Jan-22,Investing In The Future Of India,Services,Insurance Solutions,https://www.insurancesamadhan.com/,2016.0,3,Middle,Noida,Uttar Pradesh,104.0,22.0,,,,,,,,100.0,1.0,10000.0,1,1.0,100.0,4.0,,,2500.0,1.0,,,,,,,,,,,,,,,,100.0,4.0,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,HumpyA2,28,90,20-Dec-21,4-Feb-22,26-Jan-22,Meeting The New India Minds,Food,Organic Milk A2 Products,https://humpyfarms.com/,2017.0,3,Middle,Pune,Maharashtra,208.0,,44.0,,,,,,,75.0,4.0,1875.0,1,1.0,100.0,15.0,,,667.0,3.0,,,,,,,33.33,5.0,,,,,,,,33.33,5.0,,,,,,,,33.33,5.0,,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,33.33,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,KunafaWorld,28,91,20-Dec-21,4-Feb-22,26-Jan-22,Meeting The New India Minds,Food,Kunafa food products,https://www.kunafaworld.com/,2018.0,2,Young,Mangalore,Karnataka,200.0,30.0,,30.0,,,,,,90.0,5.0,1800.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GoldSafeSolutions,28,92,20-Dec-21,4-Feb-22,26-Jan-22,Meeting The New India Minds,Manufacturing,Anti-Suicidal Fan Rod,https://www.goldlife.co.in/,2017.0,2,Middle,Mumbai,Maharashtra,60.0,,25.0,,,,,,,50.0,5.0,1000.0,1,1.0,50.0,30.0,,,167.0,3.0,,,,,,,16.66,10.0,,,,,,,,16.66,10.0,,,,,,,,16.66,10.0,,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,16.66,10.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,WakaoFoods,29,93,20-Dec-21,4-Feb-22,27-Jan-22,Businesses Of Tomorrow,Food,Jackfruit Products,https://wakaofoods.com/,2021.0,1,Middle,Goa,Goa,72.0,6.0,,,,,,,,75.0,5.0,1500.0,1,1.0,75.0,21.0,,,357.0,3.0,,,,25.0,7.0,,25.0,7.0,,,,,,,,,,,,,,,,,25.0,7.0,,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,25.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PDDFalcon,29,94,20-Dec-21,4-Feb-22,27-Jan-22,Businesses Of Tomorrow,Manufacturing,Stainless Steel Items,https://falconproducts.co.in/,2018.0,2,Young,Gandhinagar,Gujarat,242.0,,30.0,,,,300.0,,,75.0,3.0,2500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PlayBoxTV,29,95,20-Dec-21,4-Feb-22,27-Jan-22,Businesses Of Tomorrow,Services,Streaming Platform,https://playboxtv.in/,2017.0,2,Young,Mumbai,Maharashtra,1020.0,87.0,,,,,,,,100.0,3.5,2857.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sippline,30,96,20-Dec-21,4-Feb-22,28-Jan-22,Sharks Ki Expertise,Manufacturing,Portable Glass Attachment Drinking Shields,https://www.sippline.com/,2019.0,1,Middle,Pune,Maharashtra,,,,,,,,,,75.0,15.0,500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,KabaddiAdda,30,97,20-Dec-21,4-Feb-22,28-Jan-22,Sharks Ki Expertise,Sports,All-Kabaddi App,https://www.kabaddiadda.com/,2019.0,2,Middle,Bangalore,Karnataka,250.0,,80.0,30.0,,,,,,80.0,1.0,8000.0,1,1.0,80.0,6.0,,,1333.0,2.0,,,,40.0,3.0,,40.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ShadesofSpring,30,98,20-Dec-21,4-Feb-22,28-Jan-22,Sharks Ki Expertise,Services,Flowers,https://shadesofspring.in/,2019.0,2,Young,Bangalore,Karnataka,900.0,,30.0,,,,,,,300.0,1.0,30000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Scholify,30,99,20-Dec-21,4-Feb-22,28-Jan-22,Sharks Ki Expertise,Education,Scholarship Platform,https://scholifyme.com/,2018.0,1,Middle,Bangalore,Karnataka,0.0,,,,,,,,,50.0,7.5,667.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Scrapshala,31,100,20-Dec-21,4-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Manufacturing,Handmade Reusable Scrap Materials,https://scrapshala.com/,2016.0,2,Middle,Varanasi,Uttar Pradesh,27.0,2.0,,,,,,,,50.0,10.0,500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sabjikothi,31,101,20-Dec-21,4-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Manufacturing,Vegetables Storage SaptKrishi,https://www.saptkrishi.com/,2019.0,2,Young,Bhagalpur,Bihar,0.0,,,,,,,,,60.0,2.5,2400.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AyuRythm,31,102,20-Dec-21,4-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Medical/Health,Ayurvedic Wellness App,https://www.ayurythm.com/home/,2016.0,3,Middle,Bangalore,Karnataka,,,,,,,,,,75.0,2.0,3750.0,1,1.0,75.0,2.68,,,2799.0,1.0,,,,,,,,,,,,,75.0,2.68,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
